"","Actor","Director","id"
"4395","don cheadle","ted braun",24060
"4396","elisha cuthbert","john fawcett",24068
"4397","loren dean","lawrence kasdan",24071
"4398","dana carvey","donald petrie",24073
"4399","amy brenneman","campbell scott",24078
"4400","pete postlethwaite","john bradshaw",24079
"4401","elizabeth perkins","bob clark",24081
"4402","jay underwood","nick castle",24086
"4403","cerina vincent","steven r monroe",24090
"4404","emma lung","jeffrey gerritsen",24091
"4405","maho nonami","yukihiko tsutsumi",24092
"4406","bill mcghee","s f brownrigg",24097
"4407","richard e grant","uli edel",24100
"4408","fred astaire","arthur rankin",24101
"4409","gene wilder","gene wilder",24103
"4410","boris karloff","edgar g ulmer",24106
"4411","tim daly","tennyson bardwell",24116
"4412","david byrne","jonathan demme",24128
"4413","tim larson","daniel holechek",24149
"4414","gary busey","steve rash",24153
"4415","etsuko ichihara","nizou yamamoto",24154
"4416","ugo tognazzi","nanni loy",24161
"4417","andy lau","wong kar wai",24163
"4418","maya sansa","marco bellocchio",24164
"4419","lee kang sheng","tsai ming liang",24166
"4420","sophia loren","vittorio de sica",24167
"4421","filippo timi","gabriele salvatores",24168
"4422","sabine azéma","alain resnais",24170
"4423","ali barkai","mahamat saleh haroun",24171
"4424","antonio albanese","carlo mazzacurati",24177
"4425","alessandro haber","mario monicelli",24182
"4426","sergio castellitto","marco bellocchio",24185
"4427","sergio castellitto","gianni amelio",24189
"4428","enrique irazoqui","pier paolo pasolini",24192
"4429","gigi proietti","mario monicelli",24195
"4430","carole lombard","alfred hitchcock",24197
"4431","linda de mol","pieter kramer",24199
"4432","parker posey","hal hartley",24200
"4433","stanley tucci","stanley tucci",24202
"4434","dolph lundgren","russell mulcahy",24206
"4435","armand assante","cristian nemescu",24220
"4436","veronica ngo","charlie nguy<U+1EC5>n",24221
"4437","evi saoulidou","pantelis voulgaris",24223
"4438","habib amiri","havana marking",24225
"4439","lee marvin","don siegel",24229
"4440","tracy grandstaff","karen disher",24232
"4441","danny trejo","joe eckardt",24235
"4442","kurt russell","robert butler",24236
"4443","antonio banderas","bruce beresford",24241
"4444","caio blat","laís bodanzky",24243
"4445","anthony quinn","richard fleischer",24248
"4446","jimmy bennett","larry leichliter",24251
"4447",NA,"bruce brown",24257
"4448","dimitris horn","yorgos javellas",24258
"4449","lucas belvaux","lucas belvaux",24259
"4450","tanya roberts","john guillermin",24264
"4451","tom burlinson","george t miller",24266
"4452","charles malik whitfield","allan arkush",24269
"4453","james farentino","gary sherman",24274
"4454","kim van kooten","robert jan westdijk",24285
"4455",NA,"godfrey reggio",24348
"4456","gena rowlands","john cassavetes",24349
"4457","pamela adlon","andrew r jones",24357
"4458","vittorio gassman","mario monicelli",24382
"4459","thomas middleditch","brant sersen",24385
"4460","philippe deseck","gregory connors",24392
"4461","sean connery","sidney lumet",24395
"4462",NA,"simon pummell",24398
"4463","tadanobu asano","christopher doyle",24403
"4464","tom berenger","dennis hopper",24405
"4465","greg kirsch","kevin willmott",24408
"4466","tiffany shepis","rolfe kanefsky",24409
"4467","noriko nakagoshi","ataru oikawa",24417
"4468","fouad habash","scandar copti",24424
"4469","cem yilmaz","ali taner baltaci",24426
"4470","daniel tay","frank passingham",24432
"4471","vanessa williams","richard schenkman",24436
"4472","joe rogan","michael blieden",24439
"4473","rob newman","sean grundy",24440
"4474","tony curtis","rudolph maté",24442
"4475","melissa joan hart","ron underwood",24446
"4476","ravi krishna","k selvaraghavan",24448
"4477","missi pyle","tate taylor",24450
"4478","bill murray","john byrum",24453
"4479","pete postlethwaite","franny armstrong",24458
"4480","ian mckellen","david mackenzie",24461
"4481","dave thomas","mark griffiths",24477
"4482","kevin spacey","kevin burns",24479
"4483","judy holliday","george cukor",24481
"4484","michael caine","david wickes",24486
"4485","lucille ball","vincente minnelli",24518
"4486","tom van landuyt","erik van looy",24524
"4487","sean penn","anthony drazan",24525
"4488","steven seagal","mink",24546
"4489","adama bila","spike lee",24553
"4490","steven weber","larry david",24560
"4491","sadao abe","takashi miike",24561
"4492","tommy kirk","larry buchanan",24563
"4493","hong cheng","jim brown",24564
"4494","claus hansen petz","nikolaus geyrhalter",24565
"4495","cornel west","astra taylor",24566
"4496","kevin zegers","françois velle",24567
"4497","phil silvers","gerald thomas",24568
"4498","sid james","gerald thomas",24569
"4499","sid james","gerald thomas",24570
"4500","sid james","gerald thomas",24571
"4501","david strathairn","mark adams",24574
"4502","anne marie duff","roger goldby",24578
"4503","edward burtynsky","jennifer baichwal",24582
"4504","john s dickson","albert hughes",24587
"4505","bob peterson","ronnie del carmen",24589
"4506","vilma silva","stephen deutsch",24590
"4507","ajay devgn","rohit shetty",24603
"4508","richard gere","scott mcgehee",24618
"4509","lino banfi","neele leana vollmar",24631
"4510","billy zane","john kalangis",24632
"4511","til schweiger","matthias emcke",24633
"4512","fred astaire","john irvin",24634
"4513","gillian anderson","l a puopolo",24645
"4514","lasse åberg","lasse åberg",24647
"4515","michael weston","richard wenk",24649
"4516","toni servillo","paolo sorrentino",24653
"4517","marlee matlin","william arntz",24654
"4518","james arnold taylor","shinichiro watanabe",24660
"4519","scott bakula","mark dindal",24662
"4520","justin timberlake","michael meredith",24663
"4521","damon wayans","spike lee",24664
"4522","samantha morton","vincent ward",24671
"4523","shu qi","danny pang",24674
"4524","hedy burress","kouji morimoto",24675
"4525","joely richardson","richard pearce",24676
"4526","forest whitaker","clint eastwood",24679
"4527","mbulelo grootboom","jann turner",24681
"4528","carey mulligan","lone scherfig",24684
"4529","catherine frot","philippe de broca",24685
"4530","vera brezhneva","marius balchunas",24686
"4531","kathleen barr","spike brandt",24696
"4532","ronnie warner","mekhi phifer",24701
"4533","denise crosby","roger nygard",24703
"4534",NA,"ian connacher",24707
"4535","christopher reeve","steven schachter",24711
"4536","jakob eklund","daniel lind lagerlöf",24712
"4537","jakob eklund","daniel lind lagerlöf",24713
"4538","sean astin","bruce pittman",24732
"4539","michael biehn","franc roddam",24734
"4540","c thomas howell","david greenwalt",24742
"4541","angela lansbury","terry hughes",24745
"4542","jeffrey falcon","lance mungia",24746
"4543","malcolm mcdowell","nicholas meyer",24750
"4544","anthony treach criss","gerry lively",24756
"4545","edward furlong","uwe boll",24757
"4546","mackenzie astin","charles haid",24767
"4547","boguslaw linda","wladyslaw pasikowski",24769
"4548","setsuko hara","akira kurosawa",24774
"4549","ayn ruymen","paul bartel",24777
"4550","phil collins","david green",24782
"4551","jimmy carr","tristram shapeero",24784
"4552","casey kasem","paul sommers",24787
"4553","anders hove","ted nicolaou",24789
"4554","hiroshi araki","tatsuya mori",24791
"4555","dr erik d demaine","vanessa gould",24792
"4556","whoopi goldberg","roger young",24793
"4557","darren j birch","mike southon",24794
"4558","danny glover","william dear",24795
"4559","billy zane","stuart cooper",24797
"4560","jeremy london","griff furst",24799
"4561","theodore roberts","cecil b demille",24805
"4562","gary cooper","frank capra",24807
"4563","jason robards","jack clayton",24808
"4564","walter brennan","robert stevenson",24816
"4565","chuck norris","eric karson",24825
"4566","mark morales","michael schultz",24826
"4567","johnny yune","elliott hong",24830
"4568","heather menzies","joe dante",24831
"4569","george wendt","robert vince",24833
"4570","fred vogel","fred vogel",24837
"4571","bruno ganz","theo angelopoulos",24858
"4572","koen de bouw","erik van looy",24860
"4573","paul ganus","charles band",24862
"4574","jessica butler","andrew van den houten",24868
"4575","chris kelly","jamin winans",24869
"4576","lisa vidal","pablo proenza",24874
"4577","kelly reno","robert dalva",24883
"4578","wyatt cenac","barry jenkins",24885
"4579","kelsey edwards","john lyde",24886
"4580","lau ching wan","felix chong",24889
"4581","audrey tautou","laurent firode",24908
"4582","jordan chan","wilson yip",24916
"4583","karin well","andrea bianchi",24919
"4584","christopher george","lucio fulci",24920
"4585","eric balfour","bill corcoran",24921
"4586","anthony wong","herman yau",24922
"4587","cathy podewell","kevin tenney",24924
"4588","james karen","ken wiederhorn",24929
"4589","aimee lynn chadwick","ellory elkayem",24935
"4590","tilda swinton","scott mcgehee",24936
"4591","aimee lynn chadwick","ellory elkayem",24939
"4592","monica potter","mark waters",24940
"4593","jessica barton","jason murphy",24948
"4594","sam elliott","john d hancock",24951
"4595","hedy burress","yoshiaki kawajiri",24959
"4596","diana ross","sidney lumet",24961
"4597","bill moseley","corbin bernsen",24963
"4598","michael jordan","don kempf",24977
"4599","kevin hart","david daniel",24978
"4600","helena bonham carter","thaddeus o sullivan",24985
"4601","lucille billingsley","errol morris",24998
"4602",NA,"jake clennell",24999
"4603","gene wilder","sidney poitier",25001
"4604","jerry falwell","alexandra pelosi",25003
"4605","michael paré","jean claude lord",25005
"4606","beanie sigel","abdul malik abbott",25006
"4607","ebon moss bachrach","damon dash",25007
"4608","clark gable","john ford",25009
"4609","andie macdowell","elie chouraqui",25014
"4610",NA,"albert maysles",25019
"4611","john hurt","brent zacky",25021
"4612","pete ferry","j r bookwalter",25028
"4613","anton pampushnyy","igor kalenov",25032
"4614","roger livesey","michael powell",25037
"4615","robert miano","phillip guzman",25038
"4616","nina dobrev","shawn ku",25041
"4617","lino ventura","jean pierre melville",25047
"4618","olivia colman","shane meadows",25048
"4619","bae doona","hirokazu koreeda",25053
"4620","matthew wolf","leigh scott",25055
"4621","michael j fox","david r ellis",25059
"4622","tracy coogan","david gebroe",25060
"4623","clarence williams iii","rusty cundieff",25066
"4624","jackie chan","jackie chan",25074
"4625","mei oshitani","junichi sato",25079
"4626","daniel bernhardt","alan mehrez",25087
"4627","dave hoover","errol morris",25099
"4628","tommy chong","tommy chong",25111
"4629","alethea kutscher","andy hurst",25119
"4630","brendan gleeson","martin mcdonagh",25126
"4631","famke janssen","valerie breiman",25128
"4632","jimmy bennett","robert rodriguez",25132
"4633","jeff goldblum","rudy de luca",25133
"4634","kate winslet","michael winterbottom",25147
"4635","warner oland","h bruce humberstone",25148
"4636","michael ironside","amir valinia",25151
"4637","ben stiller","todd louiso",25154
"4638","george carlin","rocco urbisci",25160
"4639","peter keleghan","rafal zielinski",25164
"4640","danny devito","nick gomez",25166
"4641",NA,"christian poveda",25168
"4642","megan follows","stefan scaini",25180
"4643","sarah jones","david s cass sr",25182
"4644","michael cera","nicholas jasenovec",25183
"4645","timothy bottoms","peter bogdanovich",25188
"4646","barbra streisand","barbra streisand",25189
"4647","samuel l jackson","kasi lemmons",25208
"4648","kevin pollak","rod lurie",25212
"4649","bette midler","mark rydell",25221
"4650","patrick stewart","roger christian",25224
"4651","aidan quinn","paul quinn",25232
"4652","aleksei kravchenko","elem klimov",25237
"4653","camille keaton","meir zarchi",25239
"4654","don scardino","jeff lieberman",25241
"4655","toni acosta","daniela féjerman",25259
"4656","ray liotta","howard deutch",25269
"4657","humberto zurita","mario muñoz",25272
"4658","bernard giraudeau","christopher frank",25290
"4659","sihung lung","ang lee",25296
"4660","nick nolte","david s ward",25297
"4661","giuseppe cristiano","gabriele salvatores",25300
"4662","michael sarrazin","charles bail",25305
"4663","laura linney","dylan kidd",25313
"4664","vincent price","roger corman",25319
"4665","nick bagnall","robert mandel",25320
"4666","sam smith","paul morrison",25334
"4667","sigourney weaver","dan harris",25350
"4668","jérôme deschamps","jérôme deschamps",25353
"4669","kirk douglas","billy wilder",25364
"4670",NA,"michel negroponte",25366
"4671","jared rushton","mark griffiths",25373
"4672","peter vives","daniel benmayor",25377
"4673","james stewart","james neilson",25381
"4674","kenneth more","ralph thomas",25386
"4675","zach galligan","michael schroeder",25391
"4676",NA,"robert krause",25395
"4677","nanni moretti","nanni moretti",25403
"4678","pat o’brien","ted tetzlaff",25407
"4679","charles laughton","robert siodmak",25413
"4680","david carradine","philip spink",25423
"4681","donnie yen","yuen woo ping",25425
"4682","kristin dattilo","claudio fäh",25426
"4683","marisa coughlan","adam goldberg",25428
"4684","broderick crawford","robert rossen",25430
"4685","marc price","charles martin smith",25438
"4686","mia farrow","john irvin",25440
"4687","john cusack","bill fishman",25447
"4688","efren ramirez","savage steve holland",25450
"4689","victor rasuk","peter sollett",25461
"4690","antonio resines","álex de la iglesia",25466
"4691","zhu xu","wu tian ming",25471
"4692","cedric the entertainer","david soren",25472
"4693","mae whitman","klay hall",25475
"4694","eduardo noriega","vicente aranda",25482
"4695","jason patric","james foley",25501
"4696","brian donlevy","arthur lubin",25503
"4697","robert sterling","edward buzzell",25507
"4698","mathieu demy","olivier ducastel",25512
"4699","preity zinta","rakesh roshan",25516
"4700","boris kodjoe","rob hardy",25517
"4701","coline serreau","coline serreau",25518
"4702","shah rukh khan","subhash ghai",25519
"4703","gillian anderson","terence davies",25520
"4704","kerrigan mahan","yoshiaki kawajiri",25525
"4705","aleksey anisimov","aleksey fedorchenko",25530
"4706","simon yam","johnnie to",25536
"4707","wu nien jen","edward yang",25538
"4708","nicolas bro","nicolo donato",25541
"4709","nicolas bro","nicolo donato",25541
"4710","nicolas bro","nicolo donato",25541
"4711","nicolas bro","nicolo donato",25541
